song_id,artist_name,song_name,genre,duration_ms,explicit,danceability,loudness,speechiness,acousticness,instrumentalness,valence
032ncNwownsax2RsiC5iCN,Murda,Gece Gündüz,electronic,182400.0,True,0.8300000000000001,-5.005,0.157,0.020900000000000002,2.3200000000000002e-06,0.295
03B2SfXuvDh1m9F4tqrX07,Sabrina Carpenter,Skin,pop,177500.0,False,0.557,-5.372,0.0335,0.428,0.0,0.328
03B7Ujs2bW9cZps99wuPeA,ALEE,Irigyeim,other,129231.0,True,0.8310000000000001,-6.067,0.0558,0.030100000000000002,0.000363,0.0848
03D8hNCVDBzQPCHHam1Q16,Humberto & Ronaldo,Não Tô Te Alugando,other,175260.0,False,0.506,-4.176,0.20600000000000002,0.214,0.0,0.659
03INrUW4VCJpDXKQzNEaKS,maNga,Cevapsız Sorular,rock,272040.0,False,0.463,-4.517,0.029400000000000003,0.10300000000000001,0.0,0.447
03IT5wsxCVXyGHRDX1wN8I,CRO,SYGL (feat. Shindy),rap,152595.0,True,0.772,-8.949,0.456,0.736,0.00054,0.752
03LfOYi0icz4souspZVVhq,Bizarrap,"Nicky Jam: Bzrp Music Sessions, Vol. 41",trap,158087.0,True,0.627,-3.167,0.153,0.0913,0.0,0.8180000000000001
03LlyuzR1zbPjMypv1Y1rp,Sakiler,Aşığın Kaderi,other,170548.0,False,0.591,-8.132,0.062400000000000004,0.155,3.2999999999999997e-06,0.709
03LqgmpDNqs6ZiJ5nObWAi,Siggi Pálma,Gleði og friðarjól,other,224073.0,False,0.804,-11.746,0.0304,0.761,2.21e-06,0.71
03NqHNdG3Ur6kciQWK6e8V,Camila Cabello,Oh Na Na,pop,203653.0,False,0.744,-3.446,0.062200000000000005,0.07150000000000001,5.58e-06,0.6880000000000001
03S0moTUyxwtznCNWOreb4,Muti,LE CANE,other,256000.0,True,0.798,-5.286,0.248,0.28300000000000003,0.0,0.6880000000000001
03TPcM9vWUmc8y6LkJAzwJ,АДЛИН,No Love,other,127143.0,True,0.8220000000000001,-7.681,0.0707,0.0201,0.795,0.605
03a359wbiUsjN9h6yzXvmS,Duki,She Don't Give a Fo,trap,209531.0,False,0.854,-4.49,0.14,0.34500000000000003,0.0,0.342
03dipnNAHOHTtJtv3EWlxW,Cravata,واش عقلتي,other,156857.0,False,0.881,-10.218,0.0979,0.231,0.058,0.745
03egvWyPVBRkKLVIrJbkyR,TJ_beastboy,SOUL EATER,hip hop,199500.0,True,0.681,-7.67,0.0634,0.268,0.000121,0.305
03gA7wKFQjJenImLQ7rhJL,Lucie Vondrackova,Vanocni strom,pop,159293.0,False,0.49,-8.077,0.0262,0.08320000000000001,0.0,0.422
03jBontbv2DkRxsgLU8H4x,นนน กรภัทร์,แค่เพื่อนมั้ง (Just Friend?) - เพลงประกอบซีรีส์ แค่เพื่อนครับเพื่อน BAD BUDDY SERIES,other,215250.0,False,0.632,-7.664,0.0512,0.015700000000000002,0.0,0.719
03m2VS3eYqKwbHvEykTYl5,iann dior,shots in the dark (with Trippie Redd),hip hop,188584.0,True,0.58,-5.537,0.0459,0.0275,0.0,0.562
03nQNoiwFHU8wZ9EetL5vf,Eddin,Zu spät,hip hop,144057.0,True,0.684,-8.329,0.17400000000000002,0.684,0.0,0.451
03qu1u4hDyepQQi2lNxCka,Lee Mujin,Traffic light,indie,231587.0,False,0.609,-3.547,0.0597,0.0965,0.0,0.545
03wQrSM0nV1WyPIgWvapG4,Banda XXI,Cuando Me Enamoro,other,174869.0,False,0.6980000000000001,-6.167,0.0358,0.195,0.0,0.933
03y045SZqaC94yfXl1cU4E,Soso Maness,Petrouchka (feat. PLK),other,189933.0,True,0.624,-4.818,0.311,0.0597,0.0,0.8180000000000001
042Sl6Mn83JHyLEqdK7uI0,Billie Eilish,Your Power,pop,245897.0,False,0.632,-14.025,0.0801,0.932,0.00047599999999999997,0.20800000000000002
04QJg9WAFJEECNFVlNbH3b,XATAR,Die Straße lebt,hip hop,211095.0,True,0.729,-6.665,0.425,0.107,0.0,0.379
04S1pkp1VaIqjg8zZqknR5,Taylor Swift,Enchanted,pop,352200.0,False,0.535,-3.9130000000000003,0.0273,0.0716,0.000388,0.228
04TshWXkhV1qkqHzf31Hn6,Kenshi Yonezu,Lemon,japanese,255827.0,False,0.525,-4.963,0.0268,0.304,0.0,0.373
04a5jHI3rPlt4r4kNIDc8N,Kool Savas,Rapkiller,rap,142708.0,True,0.7010000000000001,-7.796,0.254,0.171,0.0,0.58
04gmklgYhNhZxRnAvSofoE,pyrokinesis,Днями-ночами,hip hop,197333.0,False,0.5640000000000001,-1.592,0.055600000000000004,0.179,0.0,0.313
04k0QThdHEp7kg3FpXVh0Q,El Papi,Sju Fjell,other,178172.0,False,0.782,-4.05,0.0729,0.358,0.0,0.378
04ojE1leP1BODeTr7EadIe,Adam,Agapi Mou,other,194667.0,False,0.5710000000000001,-3.934,0.0429,0.0253,0.0,0.614
04qYVjQ9bRRpJzz5sm7cEk,Hanan Ben Ari,אם תרצי,pop,176000.0,False,0.669,-9.850999999999999,0.0361,0.355,0.0,0.774
04sN26COy28wTXYj3dMoiZ,Billie Eilish,Bored,pop,180933.0,False,0.614,-12.695,0.0478,0.896,0.00239,0.112
04tvOIuyk8y0QVA8Ta0UOd,Seventeen,Untuk Mencintaimu,pop,209347.0,False,0.34500000000000003,-4.534,0.0267,0.169,0.17500000000000002,0.315
04vHPXVGnb51q13NBoW22W,Ahmed Saad,El Melouk - الملوك,other,195048.0,False,0.714,-1.455,0.0976,0.0574,0.0,0.8170000000000001
04zzaZmF7rn0AkvOTiYhHy,Metejoor,1 Op Een Miljoen,pop,198708.0,False,0.667,-7.3629999999999995,0.0334,0.772,0.0,0.427
053zWWZDziDJd3U94x8RuP,Marília Mendonça,Todo Mundo Menos Você,other,206171.0,False,0.778,-5.258,0.0449,0.753,0.0,0.434
056yJ4VyffHDRN3fTOWBQQ,Eclat Story,Berakhir Sama,other,190167.0,False,0.625,-4.089,0.0519,0.201,0.0,0.774
059bcIhyc2SBwm6sw2AZzd,Piso 21,Te Vi,latin,231848.0,False,0.877,-4.246,0.117,0.0446,3.46e-05,0.706
05EYpBRkK8LXUDhwdAhY0f,Arvingarna,Låt mig få tända ett ljus,pop,154080.0,False,0.301,-11.52,0.027700000000000002,0.894,1.03e-06,0.162
05GsNucq8Bngd9fnd4fRa0,Taylor Swift,Begin Again (Taylor's Version),pop,238867.0,False,0.519,-7.673,0.0274,0.075,0.0,0.267
05GvwwTLLID738BbKN1ze0,Tinlicker,Because You Move Me,house,196375.0,False,0.789,-9.506,0.149,0.6910000000000001,0.041800000000000004,0.166
05HGu6fi32RmJRO5PBJ4Va,Simba La Rue,Opinel,other,137143.0,True,0.738,-9.888,0.47400000000000003,0.0876,0.000443,0.884
05MhbDsfZkR1bN3nY942Gz,Jador,Mon Ami (#RaTaTa) - Remix,other,170233.0,False,0.809,-4.647,0.114,0.0579,0.000299,0.752
05Mp2UJulSttxQ4E6hQPH3,Bonez MC,Ohne mein Team,hip hop,188504.0,True,0.766,-6.062,0.09380000000000001,0.16,1.6e-05,0.635
05N7K5msPbY3AE5h1i1DlF,LadBaby,Sausage Rolls for Everyone,pop,207027.0,False,0.7010000000000001,-3.681,0.0444,0.0145,0.0,0.623
05bfbizlM5AX6Mf1RRyMho,Nio Garcia,AM Remix,latin,261335.0,True,0.743,-5.015,0.159,0.114,0.0,0.785
05yJ4zGSH2HP9cSVE4pfOW,A36,BLOCK,rap,140893.0,False,0.918,-7.282,0.185,0.321,3.19e-06,0.49
063gM4qTXOyb17vQCt6YAg,Niska,De bon matin,rap,183800.0,True,0.776,-6.506,0.26,0.196,0.0,0.744
0647xnQGtzAulUlJC8s4r4,Amr Diab,Inta El Haz,other,170815.0,False,0.807,-3.437,0.049100000000000005,0.255,0.0,0.84
0674eBMZxpwxHWOz1pxly4,K.I.Z,Kinderkram,rap,256408.0,True,0.838,-8.514,0.302,0.08320000000000001,5.6e-06,0.614
06DPpk0hUJEgpzl5cuWNI6,Polycat,เวลาเธอยิ้ม,other,227000.0,False,0.598,-5.506,0.0419,0.244,0.0,0.788
06Dyf27hoaHiVugKgL7K2Z,YOASOBI,もしも命が描けたら,japanese,201627.0,False,0.6980000000000001,-4.516,0.0337,0.17500000000000002,0.000752,0.356
06IceO7e9isF3nX3y7dOTe,Lupillo Rivera,Grandes Ligas,other,240000.0,True,0.8130000000000001,-3.768,0.188,0.29,0.0,0.74
06IdUbnrpRZ0IKI9IlO96I,Bing Crosby,God Rest Ye Merry Gentlemen,other,139333.0,False,0.45,-9.169,0.036500000000000005,0.983,0.009130000000000001,0.721
06OBAy97uVyHCZvonvgfE2,MadMan,Veleno 8 (feat. Gemitaiz),rap,182473.0,True,0.837,-7.875,0.264,0.229,0.0,0.71
06RE2q5CnuDAXC81XeTJbU,Baggalútur,Rjúpur,other,205218.0,False,0.627,-7.782,0.0284,0.264,0.0,0.595
06ZSr80SDVVgNd9DdX1VDb,Cheba Maria,Célibataire,other,269880.0,False,0.6980000000000001,-4.037,0.0945,0.0131,0.0,0.8260000000000001
06bzWBi4FyF85A57GlV4H8,MC $oho & KidNey,跌嘢唔好搵,other,191886.0,False,0.6920000000000001,-7.158,0.054200000000000005,0.589,0.000208,0.519
06h2UnXLG2B0d3gRubMGNI,andreas odbjerg,i morgen er der også en dag,other,199235.0,False,0.507,-8.423,0.030500000000000003,0.09680000000000001,0.000232,0.586
06s3QtMJVXw1AJX3UfvZG1,Anuel AA,Hasta Que Dios Diga,reggaeton,246000.0,True,0.6910000000000001,-4.727,0.111,0.464,3.2900000000000003e-06,0.855
06sDxr7MbbwFyTP1f6rvvl,Edan 呂爵安,E先生 連環不幸事件,other,268536.0,False,0.497,-9.386,0.0303,0.543,0.0,0.323
06sSAsjNx4eJawyXY3SXgB,Helene Fischer,Vamos a Marte (feat. Luis Fonsi),other,203000.0,False,0.615,-4.052,0.07730000000000001,0.062,0.0,0.375
06xTqHT6GtcNrUOykoXSTo,Burhan G,Jeg Så Julemanden Kysse Mor,pop,207179.0,False,0.725,-7.924,0.0313,0.162,0.0,0.615
073yIM7v2j6XadD4Nkn0Fh,Jhay Cortez,Dile (Homenaje),reggaeton,228933.0,False,0.764,-4.563,0.0475,0.0488,0.0,0.727
079Ey5uxL04AKPQgVQwx5h,Selena Gomez,Baila Conmigo (with Rauw Alejandro),pop,186088.0,False,0.8230000000000001,-7.132,0.07150000000000001,0.021500000000000002,0.0031500000000000005,0.664
079Fpq9a18TX4ir9znmv84,Winno,Say Đắm Trong Lần Đầu,hip hop,186161.0,True,0.674,-10.701,0.0668,0.678,0.0,0.646
07AQkmp456NpEnT8HR7WLy,Teto,M4,rap,170000.0,True,0.88,-4.709,0.20400000000000001,0.08,0.0,0.723
07Af1vF3LFqNrmLC1Yzs0L,Sertab Erener,Olsun,pop,287927.0,False,0.67,-12.548,0.0366,0.444,0.0,0.312
07FyKVdi7YUlJry42sqFKm,Pil C,VIDÍM JAK SA NA MŇA POZERÁŠ,hip hop,181533.0,False,0.797,-9.834,0.11800000000000001,0.163,0.000134,0.311
07GvNcU1WdyZJq3XxP0kZa,Fleetwood Mac,Go Your Own Way - 2004 Remaster,rock,223613.0,False,0.583,-5.12,0.0378,0.018500000000000003,0.00109,0.803
07Kp3cAQRY0iPp4ATMoehM,Mad Dogz,Ficante Fiel,other,140903.0,False,0.596,-6.792,0.0354,0.0296,0.0,0.625
07MDkzWARZaLEdKxo6yArG,THE ANXIETY,Meet Me At Our Spot,alternative,162680.0,True,0.773,-7.93,0.029900000000000003,0.015300000000000001,0.000193,0.399
07MNtfddtgCo6VrUm3O9dw,Eason Chan,讓我留在你身邊,pop,185384.0,False,0.303,-4.258,0.0434,0.0539,0.0,0.261
07OqyOeHz7LOGVuXUx4pr3,Платина,Сан Ларан,trap,205294.0,True,0.8280000000000001,-7.257,0.0528,0.0067,0.000145,0.461
07Y3QCskHmxIgTobkiBEBr,Capo,PAPAYA,hip hop,166255.0,False,0.872,-8.147,0.08270000000000001,0.149,2.58e-05,0.189
07f2b3CTdgKKlhv0mqUksz,Juju,Vermissen (feat. Henning May),japanese,161882.0,True,0.717,-5.003,0.055400000000000005,0.169,0.0,0.464
07gqbz5UFQhWtCfT31zGyo,ElGrandeToto,Santa Fe,rap,256480.0,True,0.626,-5.212,0.0555,0.587,0.0,0.601
07hvsxeAYfZFgiLiBos6Pz,Beny Jr,Combo la L,trap,168571.0,False,0.859,-5.645,0.129,0.712,0.196,0.722
07pUayx7i1415PoJvPX0S4,Ninho,Athéna,hip hop,196759.0,True,0.754,-9.512,0.0779,0.46,0.0,0.366
07plVccQ0N6FTTTonk3c2M,EggPlantEgg,閣愛妳一擺,other,278010.0,False,0.552,-5.106,0.0475,0.0473,0.0,0.557
07qo9gnLM488CUr0EtgIA1,Cesare Cremonini,Poetica,pop,293960.0,False,0.393,-6.569,0.0339,0.014,0.0,0.202
07qyw1D9R324YyFNZGUUdl,Light,Cc,folk,265565.0,True,0.9420000000000001,-7.64,0.0955,0.455,0.0,0.6950000000000001
07r0YVWQVk4tjuCZWTNQqA,Einár,Unge Med Extra Energi,hip hop,190515.0,False,0.6880000000000001,-15.093,0.442,0.772,0.0,0.595
080nnzzeeOts6GH9v4MsEt,Białas,AU,rap,184347.0,True,0.715,-8.502,0.374,0.382,0.0,0.277
082HYgmGx9V6hG5tpwwpp7,Marwan Pablo,Atary,hip hop,204179.0,False,0.79,-11.259,0.11800000000000001,0.0784,0.0,0.303
0853L9QuAoYUkHIA4d8aDO,T. Danny,Faszagyerek,rap,186977.0,True,0.811,-6.233,0.281,0.389,4.71e-06,0.558
08556SGxHuwQGdFKjCblO6,ilyproxy,superswag pt. 1,other,177850.0,True,0.5640000000000001,-7.392,0.034300000000000004,0.000185,0.000453,0.849
087cds8zjbUmokjg2jdMOp,Kaan Boşnak,Bırakma Kendini,indie,240626.0,False,0.652,-11.093,0.0261,0.41100000000000003,6.36e-05,0.577
08D5bPhVLw01WdNchYxsqg,Carola,Nu tändas tusen juleljus,pop,161293.0,False,0.17300000000000001,-16.317,0.038700000000000005,0.9380000000000001,2.08e-06,0.255
08DRJJkg62i1wKVyUNEHkG,Kim Larsen,Så' det jul - 2011 Remastered Version,rock,180573.0,False,0.677,-6.324,0.0324,0.28600000000000003,0.147,0.871
08EMclZsu3ZwuQxlVcsAXI,VIIVI,Hyväuskoinen,other,206233.0,False,0.593,-7.046,0.0335,0.211,0.0,0.23
08EPQiLMyGB8GJX2EiVoCM,RAF Camora,Blaues Licht,rap,144264.0,True,0.8190000000000001,-4.899,0.10200000000000001,0.398,0.00674,0.7030000000000001
08F16baYbciTva9P4BvpiI,Travis Scott,MAFIA,hip hop,240000.0,True,0.855,-7.578,0.0483,0.0775,6.71e-06,0.385
08F5pyDhY9Mn87F9yZ4VsR,Koushino,Tausend Nummern Remix,other,204417.0,True,0.754,-9.289,0.275,0.0425,0.0165,0.41500000000000004
08IiI45lMyfrDrIHZlSXQu,Luciano,INTRO,other,71787.0,False,0.934,-8.928,0.447,0.007520000000000001,0.0821,0.06760000000000001
08LwMWf5Tcfsd752EPzFV0,J. Cole,i n t e r l u d e,hip hop,133022.0,True,0.77,-5.525,0.106,0.061700000000000005,0.0,0.10400000000000001
08MFgEQeVLF37EyZ7jcwLc,Zack Tabudlo,Pano,other,254400.0,False,0.375,-7.018,0.0315,0.868,0.0145,0.41500000000000004
08PxO0Ip7jChiYQHmOEyjq,Lupambo,Melhor de Mim,other,222628.0,False,0.5720000000000001,-8.733,0.159,0.756,0.00010899999999999999,0.664
08SB2OtZkaliju77WYEKxk,Summer Walker,No Love (with SZA),soul,231498.0,True,0.707,-5.825,0.19,0.17,0.0,0.517
08XWh5c0BMyD1nKVxxl91z,Drake,Fountains (with Tems),hip hop,192418.0,True,0.843,-8.735,0.195,0.181,0.0675,0.6890000000000001
08YwAPnX8sygJUXG9rvhDv,YOASOBI,ハルジオン,japanese,198600.0,False,0.687,-3.852,0.0335,0.0545,0.0,0.884
08e9NFNJXqJPUKhX5fX5rv,Animus,E.G.J.,other,241200.0,True,0.445,-6.897,0.47400000000000003,0.137,0.0,0.651
08kTa3SL9sV6Iy8KLKtGql,Prateek Kuhad,Kasoor,other,197549.0,False,0.558,-7.175,0.0256,0.0285,5.36e-06,0.444
090hDgrCGBBnex7ojpX9Fi,Eladio Carrion,Miradas Raras,latin,195429.0,False,0.623,-6.494,0.14100000000000001,0.444,0.0,0.619
0939D7aT18uBDS2MTjWzct,Coldplay,Higher Power,rock,211295.0,False,0.507,-6.023,0.0449,0.007110000000000001,2.44e-05,0.489
096qZRdXPOyvb5OP8NI7pw,natsumi,イージーゲーム,other,183930.0,False,0.605,-2.483,0.13,0.227,0.0,0.901
09FMFnWC5RYkvvvsjOus9B,Marracash,COSPLAYER,hip hop,221884.0,True,0.546,-5.751,0.357,0.423,0.0,0.528
09K2c3P19DSrg0Lx01jwPg,The La Planta,Colorín Colorado,other,144879.0,False,0.601,-7.9879999999999995,0.363,0.152,0.0,0.783
09L0R9oOyNyC6X8c2aKLtW,NORDO,Ma Nabni,other,215510.0,False,0.667,-10.105,0.106,0.721,0.004260000000000001,0.648
09NperpaQcPrGQyheqzo4z,Marcus & Martinus,Alt jeg ønsker meg,pop,211240.0,False,0.615,-5.166,0.029,0.447,0.0,0.554
09OojFvtrM9YRzRjnXqJjA,Brenda Lee,Rockin' Around the Christmas Tree,other,126146.0,False,0.682,-8.915,0.0386,0.5680000000000001,0.0,0.8260000000000001
09PZuKctf7D3RAdaegN7zu,Omer Adam,פרצופים,pop,166134.0,False,0.668,-8.763,0.298,0.165,0.013900000000000001,0.4
09XOVDSIbBxBf6Kr1vGnHf,Ceza,Neyim Var Ki (feat. Sagopa K),rap,206693.0,False,0.904,-12.017,0.295,0.138,0.0,0.6920000000000001
09gysnJpfQ3ublBmJDfcEC,Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),pop,204764.0,True,0.87,-8.052,0.060200000000000004,0.433,2.07e-05,0.319
09ifz0K1CRZzCkdalwFxwL,187 Strassenbande,Kopfschuss,hip hop,172521.0,True,0.726,-7.922,0.298,0.034800000000000005,1.56e-06,0.252
09mEdoA6zrmBPgTEN5qXmN,The Weeknd,Call Out My Name,electronic,228373.0,False,0.461,-4.954,0.0356,0.17,0.0,0.17500000000000002
09neQCQwBgcu9r2QHE6YpP,Loredana,Kein Hunger,pop,124690.0,False,0.84,-5.5440000000000005,0.0489,0.101,6.34e-05,0.431
09rv2xotIve5jMa8ZqRQve,Mata,Blok,hip hop,225360.0,True,0.794,-6.303,0.06520000000000001,0.201,0.0,0.276
09u787BYeYIGd2mFIJ505t,Adele,Cry Your Heart Out,soul,255278.0,False,0.756,-6.917,0.10200000000000001,0.523,3.35e-06,0.59
09vHbIezp9NP31CZWysk3v,Tanishk Bagchi,"Najaa (From ""Sooryavanshi"")",other,191239.0,False,0.786,-5.028,0.051000000000000004,0.0818,0.0,0.6970000000000001
09wVVmmNKoguGtH8YHxwSd,Alejandro Fuentes,Winter Song,pop,217425.0,False,0.491,-8.04,0.041600000000000005,0.534,0.0,0.17
0A0NJtd7yYuegBrj6qvqSo,Julinho Ksd,Stunka,hip hop,188571.0,False,0.722,-7.905,0.075,0.168,0.17300000000000001,0.66
0A1hoCfMLkiAgvhWkkucJa,Megan Thee Stallion,Body,rap,171067.0,True,0.914,-6.1,0.241,0.0166,0.0,0.46900000000000003
0A85tPJ5uRYudixySOsfIV,Marracash,LORO,hip hop,198187.0,True,0.5700000000000001,-6.731,0.193,0.40800000000000003,7.13e-06,0.536
0AEd8cP7Rf7UmcErWxt1qT,Gobs,Du & Jeg (Gobs X Jimilian),electronic,132590.0,True,0.525,-5.89,0.0752,0.148,0.0,0.38
0AF50NdDzZ3cze2O0SyjXf,Mudd the student,Dissonance (Feat. AKMU) (Prod. GRAY),hip hop,273640.0,False,0.736,-1.919,0.055200000000000006,0.0196,0.000193,0.6970000000000001
0AFhDjWpKXSbllPDJhvx38,Paloma,Tsak-tsak,folk,248585.0,False,0.705,-6.02,0.0531,0.039900000000000005,0.0,0.725
0AFmjTe9cGSWywqfa5fpuu,Pluuto,SOS (Siimi Remix),other,230388.0,False,0.583,-3.219,0.10400000000000001,0.316,2.8499999999999998e-05,0.319
0AGEXcNBpNSzvaDFj8DsY7,Mohamed AlSalim,Mshtaglk,other,217621.0,False,0.894,-6.095,0.211,0.183,0.0,0.852
0AGhwXsWpVOwjHY5yf4dtD,F.HERO,จำเลยรัก - Defendant Of Love,other,264000.0,False,0.6950000000000001,-5.242,0.154,0.56,0.0,0.778
0AHY9HLMYcbscA2s4KEiJc,Dolu Kadehi Ters Tut,Madem,rock,246809.0,False,0.642,-5.165,0.0409,0.129,1.8299999999999998e-05,0.125
0AKxA0LR1eHNIiyg4KMZGy,Jan-Marten Block,Never Not Try,other,203653.0,False,0.641,-6.224,0.0261,0.109,0.0,0.529
0AQkjLgo2ATGnv8EO2xKyJ,SLAPKISS,แฟนเก่าคนโปรด,other,216000.0,False,0.729,-5.697,0.049,0.123,0.0,0.9550000000000001
0AU7xhipAm9Saq0k8A9Iua,Mr.Children,HANABI,japanese,342773.0,False,0.638,-5.541,0.0268,0.157,0.0,0.595
0AUvWawuP0ibk4SQ3sIZjk,Ashnikko,Daisy,electronic,146523.0,True,0.834,-6.143,0.133,0.23500000000000001,0.0,0.774
0AZxr9dlswnn6TNxIMyijH,Makhadzi,Ghanama,other,293594.0,False,0.842,-6.704,0.0728,0.314,7.17e-05,0.439
0AbWRjGhzZDlWEoUs4VOUQ,Shirin David,Be a Hoe/Break a Hoe,other,171267.0,True,0.915,-7.063,0.165,0.0008449999999999999,7.92e-06,0.656
0AcgqhxWT7uikecp7MNT82,Manuel,Kicsi lány,other,160457.0,False,0.801,-4.926,0.225,0.519,0.0,0.5640000000000001
0AeVbdaEJhOF1RbHv7SoC6,Angèle,Solo,pop,220439.0,False,0.677,-7.9350000000000005,0.059300000000000005,0.459,3.48e-05,0.617
0Ap742kKOE7chXEdDZWvOq,Avraham Tal,מי לא יבוא,other,201380.0,False,0.77,-10.731,0.115,0.497,0.0,0.5730000000000001
0Aqi7ArnBrGblW5T6p2jmD,Trevor Daniel,Falling,pop,159382.0,False,0.785,-8.756,0.0364,0.123,0.0,0.23600000000000002
0AqrJySgoQIVVRK5ENFfyF,Veysel,Ohne Dich,hip hop,115334.0,False,0.852,-5.853,0.167,0.127,4.99e-05,0.323
